n-gram	total_score	total_occurrences	average_score
30, the	0.4	1	0.4
the Fox	0.4	1	0.4
Fox Nation	0.4	1	0.4
Nation featured	0.4	1	0.4
featured the	0.4	1	0.4
The voters?	-2.8	1	-2.8
has hundreds	1.2	1	1.2
of millions	1.2	1	1.2
of users,	1.2	1	1.2
users, and	1.2	1	1.2
and partnerships	1.2	1	1.2
partnerships with	1.2	1	1.2
many heavily	1.2	1	1.2
heavily trafficked	1.2	1	1.2
trafficked sites.	1.2	1	1.2
TomTom, because	0.4	1	0.4
because Navigon	0.4	1	0.4
Navigon has	0.4	1	0.4
has done	4.3999999999999995	4	1.0999999999999999
done more	0.4	1	0.4
to innovate	0.4	1	0.4
innovate in	0.4	1	0.4
last few	0.4	1	0.4
few months,	-0.19999999999999996	2	-0.09999999999999998
months, and	0.4	2	0.2
and because	2.9	2	1.45
because with	0.4	1	0.4
with great,	0.4	1	0.4
great, cheap	0.4	1	0.4
cheap options	0.4	1	0.4
options nipping	0.4	1	0.4
nipping at	0.4	1	0.4
their heels,	0.4	1	0.4
heels, expensive	0.4	1	0.4
expensive iPhone	0.4	1	0.4
iPhone apps	0.4	1	0.4
apps like	0.4	1	0.4
this are	0.4	1	0.4
are harder	0.4	1	0.4
to justify.	0.4	1	0.4
We did.	-1.0	1	-1.0
He argues	2.0	1	2.0
argues that	2.0	1	2.0
that authorities	2.0	1	2.0
authorities violated	2.0	1	2.0
violated the	2.0	1	2.0
U.S. Constitution	2.0	1	2.0
the rights	5.800000000000001	3	1.9333333333333336
rights of	5.800000000000001	3	1.9333333333333336
his mentally	2.0	1	2.0
mentally ill	3.0	2	1.5
ill clients	2.0	1	2.0
clients while	2.0	1	2.0
while searching	2.0	1	2.0
for evidence	2.0	1	2.0
broke an	2.0	1	2.0
an anti-rioting	2.0	1	2.0
law on	3.2	2	1.6
The donations	0.6	1	0.6
donations were	0.6	1	0.6
just beyond	0.6	1	0.6
beyond anyone's	0.6	1	0.6
anyone's imagination.	0.6	1	0.6
Though the	1.4	1	1.4
the immense	1.4	1	1.4
immense scale	1.4	1	1.4
the investment	1.4	1	1.4
investment was	1.4	1	1.4
was clear	2.5999999999999996	2	1.2999999999999998
clear during	1.4	1	1.4
the President's	1.4	1	1.4
President's announcement,	1.4	1	1.4
announcement, the	1.4	1	1.4
the flood	2.4	2	1.2
flood of	2.5999999999999996	2	1.2999999999999998
of reports	3.8	2	1.9
reports from	1.2	2	0.6
from news	1.4	1	1.4
news outlets	1.4	1	1.4
outlets across	1.4	1	1.4
country has	4.0	2	2.0
been overwhelming.	1.4	1	1.4
David Axelrod,	1.4	1	1.4
Axelrod, one	1.4	1	1.4
advisers, talks	1.4	1	1.4
talks Afghanistan,	1.4	1	1.4
Afghanistan, health	2.4	2	1.2
health care,	2.4	2	1.2
care, and	2.4	2	1.2
and economics	1.4	1	1.4
economics on	1.4	1	1.4
"on ""Face"	1.4	1	1.4
"""Face the"	1.4	1	1.4
"the Nation"""	1.4	1	1.4
"Nation"" with"	1.4	1	1.4
with CBS's	1.4	1	1.4
CBS's Bob	1.4	1	1.4
Bob Schieffer.	1.4	1	1.4
I fly	-1.0	1	-1.0
fly everywhere	-1.0	1	-1.0
everywhere and	-1.0	1	-1.0
take taxis	-1.0	1	-1.0
taxis without	-1.0	1	-1.0
without thinking	-1.0	1	-1.0
Party should	0.4	1	0.4
help this	0.4	1	0.4
this process	0.4	1	0.4
process along	0.4	1	0.4
along by	0.4	1	0.4
by supporting	2.4	2	1.2
supporting and	0.4	1	0.4
and promoting	0.4	1	0.4
promoting deserving	0.4	1	0.4
deserving candidates	0.4	1	0.4
candidates with	0.4	1	0.4
with solid	-0.19999999999999996	2	-0.09999999999999998
solid accomplishments	0.4	1	0.4
accomplishments and	0.4	1	0.4
and sound	0.4	1	0.4
sound ideology.	0.4	1	0.4
Again, thank	1.0	1	1.0
work you	1.0	1	1.0
and please	1.0	1	1.0
please continue	1.0	1	1.0
to spread	4.0	3	1.3333333333333333
spread the	1.8	2	0.9
Find any	-1.6	1	-1.6
any more	2.2	4	0.55
more in	5.199999999999999	5	1.0399999999999998
House list?	-1.6	1	-1.6
We find	-0.2	1	-0.2
find that	0.2	2	0.1
who complete	-0.2	1	-0.2
complete a	1.05	2	0.525
normal playthrough,	-0.2	1	-0.2
playthrough, they	-0.2	1	-0.2
and instantly	-0.2	1	-0.2
instantly start	-0.2	1	-0.2
start on	-0.2	1	-0.2
on hard.	-0.2	1	-0.2
hard. They	-0.2	1	-0.2
the trophies.	-0.2	1	-0.2
trophies. They	-0.2	1	-0.2
more things	-0.2	1	-0.2
game, and	0.0	2	0.0
and trophies	-0.2	1	-0.2
trophies help	-0.2	1	-0.2
add that	-0.2	1	-0.2
that value.	-0.2	1	-0.2
Not too	-2.0	1	-2.0
I hope!	-2.0	1	-2.0
Rather than	0.6	1	0.6
than simply	0.6	1	0.6
simply keep	0.6	1	0.6
her off	0.6	1	0.6
the contract,	0.6	1	0.6
contract, CMS	0.6	1	0.6
CMS decided	0.6	1	0.6
to fire	0.6	1	0.6
fire Studnitz.	0.6	1	0.6
All 14	1.4	1	1.4
14 of	2.0	2	1.0
the tanks	1.4	1	1.4
tanks will	1.4	1	1.4
used by	3.4	3	1.1333333333333333
the chemical	1.4	1	1.4
chemical steam	1.4	1	1.4
steam generators	1.4	1	1.4
generators units	1.4	1	1.4
units that	1.4	1	1.4
installed on	3.3999999999999995	3	1.133333333333333
the A-3	1.4	1	1.4
A-3 stand	1.4	1	1.4
for creating	1.4	1	1.4
creating simulated	1.4	1	1.4
simulated altitudes	1.4	1	1.4
altitudes of	1.4	1	1.4
of up	2.2	2	1.1
to 100,000	1.4	1	1.4
100,000 feet,	1.4	1	1.4
feet, a	1.4	1	1.4
a testing	1.4	1	1.4
testing environment	1.4	1	1.4
environment for	2.8	2	1.4
for Constellation,	1.4	1	1.4
Constellation, initially	1.4	1	1.4
initially to	1.4	1	1.4
to validate	1.4	1	1.4
validate the	1.4	1	1.4
the performance	1.4	1	1.4
performance of	6.5	3	2.1666666666666665
the J2-X	1.4	1	1.4
J2-X engine	1.4	1	1.4
engine for	1.4	1	1.4
I launch	1.4	1	1.4
launch vehicle.	1.4	1	1.4
truth is	0.9999999999999999	3	0.3333333333333333
truth about	1.8	2	0.9
about budgets	0.2	1	0.2
budgets plays	0.2	1	0.2
plays almost	0.2	1	0.2
almost no	0.2	1	0.2
no role	0.2	1	0.2
real politics.	0.2	1	0.2
While Afghan	-0.6	1	-0.6
Afghan officials	-0.6	1	-0.6
officials have	-0.6	2	-0.3
they plan	-0.6	1	-0.6
to deploy	0.8	3	0.26666666666666666
deploy additional	-0.6	1	-0.6
additional personnel	-0.6	1	-0.6
personnel to	-0.6	1	-0.6
to safeguard	-0.6	1	-0.6
safeguard voters	-0.6	1	-0.6
voters on	-0.6	1	-0.6
on election	-0.6	1	-0.6
election day,	-0.6	1	-0.6
day, it	-0.6	1	-0.6
it promises	-0.6	1	-0.6
to increase	5.3	4	1.325
the burden	1.6	2	0.8
burden on	-0.6	1	-0.6
U.S. and	0.6000000000000001	3	0.20000000000000004
and NATO	-0.6	1	-0.6
NATO security	-0.6	1	-0.6
security forces.	-0.6	1	-0.6
just zip	-0.8	1	-0.8
zip around	-0.8	1	-0.8
around with	-0.8	1	-0.8
Droid and	-0.8	1	-0.8
and Google	-0.8	1	-0.8
Google Maps.	-0.8	1	-0.8
Here in	1.0	2	0.5
in Newport	0.2	1	0.2
Newport maybe	0.2	1	0.2
you wouldn't	0.2	1	0.2
wouldn't think	0.2	1	0.2
a party.	0.2	1	0.2
party. But	0.2	1	0.2
a swell	0.2	1	0.2
swell night,	0.2	1	0.2
night, with	0.2	1	0.2
big moon	0.2	1	0.2
moon hanging	0.2	1	0.2
hanging over	0.2	1	0.2
over Manila	0.2	1	0.2
Manila Bay	0.2	1	0.2
Bay -	0.2	1	0.2
- peaceful	0.2	1	0.2
peaceful -	0.2	1	0.2
of all,	-0.39999999999999997	2	-0.19999999999999998
all, all	0.2	1	0.2
girls had	0.2	1	0.2
broken out	0.2	1	0.2
their civilian	0.2	1	0.2
civilian dresses.	0.2	1	0.2
dresses. That	0.2	1	0.2
That doesn't	0.2	1	0.2
doesn't sound	0.2	1	0.2
like much,	0.2	1	0.2
much, but	-0.8	2	-0.4
one look	0.2	1	0.2
after seeing	0.4	2	0.2
seeing nothing	0.2	1	0.2
but uniforms	0.2	1	0.2
uniforms for	0.2	1	0.2
trip back	2.4000000000000004	2	1.2000000000000002
back home.	1.6000000000000003	3	0.5333333333333334
home. Make-up	0.2	1	0.2
Make-up too	0.2	1	0.2
looked so	0.2	1	0.2
so goddamned	0.2	1	0.2
goddamned nice	0.2	1	0.2
nice you	0.2	1	0.2
could eat	0.2	1	0.2
a spoon.	0.2	1	0.2
spoon. .	0.2	1	0.2
full article	0.4	1	0.4
article at	0.4	1	0.4
Dollar for	0.4	1	0.4
more ways	0.4	1	0.4
can save	0.4	1	0.4
save using	0.4	1	0.4
your capture	0.4	1	0.4
capture tool	0.4	1	0.4
tool of	0.4	1	0.4
of choice,	0.4	1	0.4
choice, and	0.4	1	0.4
if you've	0.4	1	0.4
great example	0.4	2	0.2
how ubiquitous	0.4	1	0.4
capture has	0.4	1	0.4
has saved	0.4	1	0.4
saved you	0.4	1	0.4
you money	0.4	1	0.4
money we	0.4	1	0.4
we want	1.2000000000000002	6	0.20000000000000004
Hear that?	-2.4	1	-2.4
Not sure	-1.4	2	-0.7
that golden	-0.4	1	-0.4
golden oldie	-0.4	1	-0.4
oldie will	-0.4	1	-0.4
the magic	-0.4	1	-0.4
magic it	-0.4	1	-0.4
it once	-0.4	1	-0.4
once did.	-0.4	1	-0.4
Suffice it	-0.8	1	-0.8
I'm renting	-0.8	1	-0.8
renting a	-0.8	1	-0.8
house in	-2.4	3	-0.7999999999999999
in Wellesley,	-0.8	1	-0.8
Wellesley, MA	-0.8	1	-0.8
MA with	-0.8	1	-0.8
of room	-0.8	1	-0.8
room mates...	-0.8	1	-0.8
While we	-0.4	1	-0.4
we won't	-0.4	1	-0.4
won't vouch	-0.4	1	-0.4
vouch for	-0.4	1	-0.4
for Stallone's	-0.4	1	-0.4
Stallone's math,	-0.4	1	-0.4
math, we're	-0.4	1	-0.4
we're pretty	-0.4	1	-0.4
pretty positive	-0.4	1	-0.4
positive that	-0.4	1	-0.4
that we'll	0.6	2	0.3
be adding	-0.4	1	-0.4
adding another	-0.4	1	-0.4
another ten	-0.4	1	-0.4
ten bucks	-0.4	1	-0.4
bucks to	-0.4	1	-0.4
that tally	-0.4	1	-0.4
tally when	-0.4	1	-0.4
when The	0.9999999999999999	2	0.49999999999999994
Expendables opens	-0.4	1	-0.4
opens next	-0.4	1	-0.4
next August.	-0.4	1	-0.4
to Google,	1.8	1	1.8
Google, Social	1.8	1	1.8
Search will	1.8	1	1.8
will enhance	1.8	1	1.8
enhance the	5.6000000000000005	3	1.866666666666667
search experience	1.8	1	1.8
experience on	1.8	1	1.8
Google by	1.8	1	1.8
by providing	1.8	1	1.8
providing users	1.8	1	1.8
users with	1.8	1	1.8
more personally	1.8	1	1.8
personally relevant	1.8	1	1.8
relevant search	1.8	1	1.8
search results.	1.8	1	1.8
With Blair	0.6	1	0.6
Blair and	4.4	4	1.1
and Juncker	0.6	1	0.6
Juncker polarising	0.6	1	0.6
polarising opinion,	0.6	1	0.6
opinion, most	0.6	1	0.6
most received	0.6	1	0.6
received wisdom	0.6	1	0.6
wisdom is	0.6	1	0.6
that Dutch	0.6	1	0.6
Dutch Prime	0.6	1	0.6
Minister Jan	0.6	1	0.6
Jan Peter	0.6	1	0.6
Peter Balkenende	0.6	1	0.6
Balkenende is	0.6	1	0.6
man who	2.55	5	0.51
who could	2.0	2	1.0
could emerge	0.6	1	0.6
emerge as	1.6	2	0.8
the compromise	2.8000000000000003	2	1.4000000000000001
compromise choice,	0.6	1	0.6
choice, he	0.6	1	0.6
he wrote.	0.6	1	0.6
can find	0.6	2	0.3
find past	-0.4	1	-0.4
past updates	-0.4	1	-0.4
updates here.	-0.4	1	-0.4
Good for	-2.0	1	-2.0
for Dede.	-2.0	1	-2.0
Or education	-2.0	1	-2.0
education policy?	-2.0	1	-2.0
The route	-0.8	1	-0.8
route I	-0.8	1	-0.8
chose to	2.4000000000000004	4	0.6000000000000001
pick was	-0.8	1	-0.8
they wouldn't	-0.8	1	-0.8
wouldn't let	-0.8	1	-0.8
me see	-2.2	2	-1.1
my kid.	-0.8	1	-0.8
Just compare	-0.2	1	-0.2
compare Sinegal's	-0.2	1	-0.2
the CEO	-0.2	1	-0.2
CEO and	1.2	2	0.6
and president	-0.2	1	-0.2
of Costco	-0.2	1	-0.2
Costco competitor	-0.2	1	-0.2
competitor BJ's	-0.2	1	-0.2
BJ's Wholesale	-0.2	1	-0.2
Wholesale (BJ),	-0.2	1	-0.2
(BJ), Laura	-0.2	1	-0.2
Laura J.	-0.2	1	-0.2
J. Sen.	-0.2	1	-0.2
The 154-foot	1.0	1	1.0
154-foot solid	1.0	1	1.0
rocket motor	1.0	1	1.0
motor produced	1.0	1	1.0
produced heat	1.0	1	1.0
heat two-thirds	1.0	1	1.0
two-thirds the	1.0	1	1.0
the temperature	1.8	2	0.9
temperature of	1.0	1	1.0
sun and	1.0	1	1.0
its 12-foot-diameter	1.0	1	1.0
12-foot-diameter cylinder	1.0	1	1.0
cylinder delivered	1.0	1	1.0
delivered 3.6	1.0	1	1.0
3.6 million	1.6	2	0.8
million pounds	2.8	3	0.9333333333333332
pounds of	4.0	4	1.0
of thrust.	1.0	1	1.0
8In High	1.2	1	1.2
4 of	3.4000000000000004	2	1.7000000000000002
I-X upper	1.2	1	1.2
simulator service	1.2	1	1.2
service module/service	1.2	1	1.2
module/service adapter	1.2	1	1.2
adapter (left,	1.2	1	1.2
(left, center)	1.2	1	1.2
center) has	1.2	1	1.2
been installed	1.2	1	1.2
a stand.	1.2	1	1.2
Can Dodd	-0.2	1	-0.2
Dodd and	-0.2	1	-0.2
and Shelby	-0.2	1	-0.2
Shelby make	-0.2	1	-0.2
a deal?	-0.2	1	-0.2
It's his	0.0	1	0.0
his responsibility,	0.0	1	0.0
responsibility, he	0.0	1	0.0
Now the	-1.2000000000000002	3	-0.4000000000000001
world gets	-0.6	1	-0.6
very different	-1.2	2	-0.6
different Michael	-0.6	1	-0.6
Jackson legacy.	-0.6	1	-0.6
More: 73wire	-1.4	1	-1.4
73wire on	-1.4	1	-1.4
the campaign	6.6	8	0.825
campaign trail	-1.4	1	-1.4
trail has	-1.4	1	-1.4
has Scozzafava's	-1.4	1	-1.4
Scozzafava's farewell	-1.4	1	-1.4
farewell message:	-1.4	1	-1.4
can subscribe	0.4	1	0.4
subscribe to	0.4	1	0.4
Wrapup by	0.4	1	0.4
by RSS	0.4	1	0.4
RSS or	0.4	1	0.4
or by	0.4	1	0.4
by email	2.65	2	1.325
email (form	0.4	1	0.4
(form below).	0.4	1	0.4
But instead	0.2	1	0.2
of reinstating	0.2	1	0.2
reinstating her	0.2	1	0.2
job, CMS	0.2	1	0.2
CMS told	0.2	1	0.2
to re-apply	0.2	1	0.2
re-apply for	0.2	1	0.2
her position.	0.2	1	0.2
Equality in	1.0	1	1.0
the workplace,	1.0	1	1.0
workplace, more	1.0	1	1.0
more equitable	1.0	1	1.0
equitable task	1.0	1	1.0
task distribution	1.0	1	1.0
distribution at	1.0	1	1.0
home (still	1.0	1	1.0
(still haven't	1.0	1	1.0
haven't figured	1.0	1	1.0
figured out	1.0	1	1.0
to outsource	1.0	1	1.0
outsource breastfeeding,	1.0	1	1.0
breastfeeding, but	1.0	1	1.0
I digress),	1.0	1	1.0
digress), and	1.0	1	1.0
more respect	1.0	1	1.0
respect for	1.0	1	1.0
for women	1.0	1	1.0
women generally	1.0	1	1.0
generally -	1.0	1	1.0
all triumphs	1.0	1	1.0
triumphs of	1.0	1	1.0
the women's	3.0	2	1.5
women's movement	1.0	1	1.0
movement -	1.0	1	1.0
- have	1.2	2	0.6
have benefited	1.0	1	1.0
benefited all	1.0	1	1.0
all Western	1.0	1	1.0
Western women.	1.0	1	1.0
Nine water,	0.6	1	0.6
water, isopropyl	0.6	1	0.6
isopropyl alcohol	0.6	1	0.6
alcohol (IPA)	0.6	1	0.6
(IPA) and	0.6	1	0.6
and liquid	0.6	1	0.6
liquid oxygen	0.6	1	0.6
oxygen (LOX)	0.6	1	0.6
(LOX) tanks	0.6	1	0.6
tanks have	0.6	1	0.6
been delivered	0.6	1	0.6
delivered and	0.6	1	0.6
and installed,	0.6	1	0.6
installed, with	0.6	1	0.6
with five	0.6	1	0.6
five more	1.2	2	0.6
more water	0.6	1	0.6
tanks scheduled	0.6	1	0.6
scheduled to	4.199999999999999	6	0.6999999999999998
to arrive	-1.2000000000000002	2	-0.6000000000000001
arrive in	0.6	1	0.6
in upcoming	0.6	1	0.6
upcoming weeks.	0.6	1	0.6
Right now,	0.7999999999999999	2	0.39999999999999997
now, Meg	1.2	1	1.2
Meg Whitman	1.2	1	1.2
Whitman is	1.2	1	1.2
is campaigning	1.6	2	0.8
campaigning for	1.6	2	0.8
for Governor	1.2	1	1.2
Governor of	1.2	2	0.6
California on	1.2	1	1.2
the claim	3.4000000000000004	2	1.7000000000000002
that state	1.2	1	1.2
state spending	1.2	1	1.2
spending has	1.2	1	1.2
has exploded	1.2	1	1.2
exploded over	1.2	1	1.2
decade -	1.2	1	1.2
has fallen	2.1999999999999997	3	0.7333333333333333
fallen drastically	1.2	1	1.2
drastically in	1.2	1	1.2
real per	1.2	1	1.2
per capita	1.2	1	1.2
capita terms.	1.2	1	1.2
Either way,	0.2	1	0.2
way, we're	0.2	1	0.2
we're gonna	0.2	1	0.2
gonna find	0.2	1	0.2
find out,	0.2	1	0.2
it, the	-0.2	3	-0.06666666666666667
the weight	0.2	2	0.1
weight of	0.2	2	0.1
of whatever	0.2	1	0.2
whatever Johnston	0.2	1	0.2
Johnston may	0.2	1	0.2
may or	3.2	4	0.8
not have,	0.2	1	0.2
have, and	0.2	1	0.2
the character	0.8	2	0.4
character of	0.2	2	0.1
his balls	0.2	1	0.2
balls if	0.2	1	0.2
if forced	0.2	1	0.2
move it	0.2	1	0.2
it forward.	0.2	1	0.2
just wants	-1.8	1	-1.8
see his	-1.0	2	-0.5
his kid,	-1.8	1	-1.8
kid, and	-1.8	1	-1.8
forward with	-0.8	2	-0.4
as something	-1.8	1	-1.8
something other	-1.8	1	-1.8
than Levi	-1.8	1	-1.8
Levi Johnston,	-1.8	1	-1.8
Johnston, Asspain	-1.8	1	-1.8
Asspain to	-1.8	1	-1.8
to Sarah	-1.8	1	-1.8
they're pro-abortion,	-0.2	1	-0.2
pro-abortion, they	-0.2	1	-0.2
lose social	-0.2	1	-0.2
social conservatives.	-0.2	1	-0.2
On Wednesday,	0.6	1	0.6
Wednesday, October	0.6	1	0.6
October 28th,	0.6	1	0.6
28th, NASA	0.6	1	0.6
NASA launched	0.6	1	0.6
launched its	0.6	1	0.6
its Ares	0.6	1	0.6
I-X prototype	0.6	1	0.6
prototype vehicle,	0.6	1	0.6
vehicle, the	0.6	1	0.6
first launch	0.6	1	0.6
launch from	0.6	1	0.6
from Kennedy's	0.6	1	0.6
Kennedy's pads	0.6	1	0.6
pads of	0.6	1	0.6
vehicle other	0.6	1	0.6
the space	0.6	1	0.6
space shuttle	0.6	1	0.6
shuttle since	0.6	1	0.6
the Apollo	0.39999999999999997	2	0.19999999999999998
Apollo Program's	0.39999999999999997	2	0.19999999999999998
Program's Saturn	0.6	1	0.6
Saturn rockets	0.6	1	0.6
rockets were	0.6	1	0.6
were retired.	0.6	1	0.6
new program	0.0	1	0.0
program will	0.0	1	0.0
will expand	0.0	1	0.0
expand that	0.0	1	0.0
that training	0.0	1	0.0
training with	0.0	1	0.0
with courses	0.0	1	0.0
courses and	0.0	1	0.0
other opportunities	0.0	1	0.0
opportunities tailored	0.0	1	0.0
tailored to	0.0	1	0.0
the nine	1.0	2	0.5
core competencies.	0.0	1	0.0
thought about	0.0	1	0.0
really that	0.0	1	0.0
Apple is	0.2	2	0.1
what media	0.0	1	0.0
companies are	0.6	2	0.3
are missing.	0.0	1	0.0
That bold	-0.8	1	-0.8
bold buckaroo	-0.8	1	-0.8
buckaroo with	0.19999999999999996	2	0.09999999999999998
cold green	0.19999999999999996	2	0.09999999999999998
green eyes.	-0.8	1	-0.8
eyes. -	-0.8	1	-0.8
- General	-0.8	1	-0.8
General Douglas	-0.8	1	-0.8
Douglas MacArthur,	-0.8	1	-0.8
MacArthur, describing	-0.8	1	-0.8
describing his	-0.8	1	-0.8
his savior	-0.8	1	-0.8
savior John	-0.8	1	-0.8
John Bulkeley	-0.8	1	-0.8
Bulkeley -	-0.8	1	-0.8
Among his	1.0	1	1.0
his chestful	1.0	1	1.0
chestful of	1.0	1	1.0
of awards	1.0	1	1.0
awards were	1.0	1	1.0
Navy Cross,	1.0	1	1.0
Cross, two	1.0	1	1.0
two Silver	1.0	1	1.0
Silver Stars,	1.0	1	1.0
Stars, two	1.0	1	1.0
two Distinguished	2.0	2	1.0
Distinguished Service	2.0	2	1.0
Service Crosses,	1.0	1	1.0
Crosses, two	1.0	1	1.0
Service Medals,	1.0	1	1.0
Medals, and	1.0	1	1.0
two Legion	1.0	1	1.0
Legion of	1.0	1	1.0
of Merit	1.0	1	1.0
Merit Awards.	1.0	1	1.0
Applications that	-0.8	1	-0.8
that let	0.3999999999999999	2	0.19999999999999996
let consumers	-0.8	1	-0.8
consumers interact	-0.8	1	-0.8
Daily Times:	0.2	1	0.2
Times: Clinton	0.2	1	0.2
Clinton says	0.2	1	0.2
says Pakistan's	0.2	1	0.2
Pakistan's taxes	0.2	1	0.2
"taxes ""among"	0.2	1	0.2
"""among the"	0.2	1	0.2
lowest in	3.4000000000000004	3	1.1333333333333335
the world...	1.8	2	0.9
world... We	1.8	2	0.9
We (the	1.8	2	0.9
(the United	1.8	2	0.9
United States)	1.8	2	0.9
States) tax	1.8	2	0.9
"doesn't move."""	0.2	1	0.2
Unlike many,	0.4	1	0.4
many, he	0.4	1	0.4
was actually	0.8	2	0.4
actually enjoying	0.4	1	0.4
a perverse	0.4	1	0.4
perverse way:	0.4	1	0.4
way: globetrotting	0.4	1	0.4
globetrotting around	0.4	1	0.4
world, feeling	0.4	1	0.4
feeling the	0.4	1	0.4
the exhilaration	0.4	1	0.4
exhilaration of	0.4	1	0.4
being shot	1.6	2	0.8
at and	0.4	1	0.4
having bombs	0.4	1	0.4
bombs dropped	0.4	1	0.4
dropped on	0.4	1	0.4
on you,	0.4	1	0.4
getting rigorous	0.4	1	0.4
rigorous exercise	0.4	1	0.4
exercise at	0.4	1	0.4
at fifty	0.4	1	0.4
fifty years	0.4	1	0.4
of age.	0.4	1	0.4
If Yahoo	2.0	1	2.0
really focused	2.0	1	2.0
future, it	2.0	1	2.0
it needs	6.0	4	1.5
to anticipate	2.0	1	2.0
anticipate where	2.0	1	2.0
where its	2.0	1	2.0
its competitors	2.0	1	2.0
competitors will	2.0	1	2.0
in six	3.6	3	1.2
six months,	2.0	1	2.0
months, not	2.0	1	2.0
just catch	2.0	1	2.0
catch up	2.0	1	2.0
to where	2.0	1	2.0
are today.	2.0	1	2.0
How slow	0.0	1	0.0
slow everybody	0.0	1	0.0
everybody learns	0.0	1	0.0
learns in	0.0	1	0.0
a war.	0.0	1	0.0
war. Nobody	0.0	1	0.0
Nobody knows	0.0	1	0.0
knows anything	0.0	1	0.0
war until	0.0	1	0.0
until it	2.8	3	0.9333333333333332
it begins.	0.0	1	0.0
begins. Just	0.0	1	0.0
Just two	0.0	1	0.0
two years	13.400000000000002	13	1.0307692307692309
years before,	0.0	1	0.0
before, the	0.0	1	0.0
the Polish	0.0	1	0.0
Polish air	0.0	1	0.0
air force	0.0	1	0.0
force had	0.0	1	0.0
been blown	0.0	1	0.0
blown to	0.0	1	0.0
to hell	-0.75	2	-0.375
hell on	0.0	1	0.0
the ground.	0.0	1	0.0
ground. The	0.0	1	0.0
French caught	0.0	1	0.0
caught it	0.0	1	0.0
following spring.	0.0	1	0.0
spring. In	0.0	1	0.0
In spite	0.0	1	0.0
spite of	0.0	2	0.0
same things	-0.4	2	-0.2
things happened	0.0	1	0.0
our planes	0.0	1	0.0
planes at	0.0	1	0.0
at Pearl	0.0	1	0.0
Pearl Harbor.	0.0	1	0.0
Harbor. And	0.0	1	0.0
And yet	0.0	1	0.0
yet two	0.0	1	0.0
two days	4.0	4	1.0
later, in	0.0	1	0.0
in spite	0.0	1	0.0
of it,	0.0	1	0.0
the Japs	0.0	1	0.0
Japs catch	0.0	1	0.0
catch our	0.0	1	0.0
our air	0.0	1	0.0
air corps	0.0	1	0.0
corps on	0.0	1	0.0
on Luzon	0.0	1	0.0
Luzon with	0.0	1	0.0
its pants	0.0	1	0.0
pants down.	0.0	1	0.0
down. Only	0.0	1	0.0
Only that	0.0	1	0.0
that wasn't	0.0	1	0.0
wasn't the	0.0	1	0.0
the end.	0.0	1	0.0
end. Months	0.0	1	0.0
Months later,	0.0	1	0.0
later, on	0.0	1	0.0
out through	0.0	1	0.0
through Australia,	0.0	1	0.0
Australia, I	0.0	1	0.0
I pass	0.0	1	0.0
pass a	0.0	1	0.0
big American	0.0	1	0.0
American field,	0.0	1	0.0
field, and	-0.2	2	-0.1
there they	0.0	1	0.0
they are,	-0.2	2	-0.1
are, bombers	0.0	1	0.0
bombers and	0.0	1	0.0
and fighters	0.0	1	0.0
fighters parked	0.0	1	0.0
parked in	0.0	1	0.0
in orderly	0.0	1	0.0
orderly rows,	0.0	1	0.0
rows, wing	0.0	1	0.0
wing tip	0.0	1	0.0
tip to	0.0	1	0.0
to wing	0.0	1	0.0
wing tip.	0.0	1	0.0
tip. 'Hell,'	0.0	1	0.0
'Hell,' they	0.0	1	0.0
told me,	0.0	1	0.0
me, 'The	0.0	1	0.0
'The Japs	0.0	1	0.0
Japs are	0.0	1	0.0
are hundreds	0.0	1	0.0
miles away.'	0.0	1	0.0
away.' Except	0.0	1	0.0
Except that's	0.0	1	0.0
that's where	0.4	2	0.2
where they're	0.0	1	0.0
they're always	0.0	1	0.0
always supposed	0.0	1	0.0
be when	0.0	1	0.0
they catch	0.0	1	0.0
catch you	0.0	1	0.0
you with	0.6000000000000001	3	0.20000000000000004
pants down,	0.0	1	0.0
to myself,	0.0	1	0.0
myself, Jesus	0.0	1	0.0
Jesus Christ,	0.0	1	0.0
Christ, won't	0.0	1	0.0
won't these	0.0	1	0.0
these guys	-0.2	2	-0.1
guys ever	0.0	1	0.0
ever learn?	0.0	1	0.0
NASA's Constellation	0.2	1	0.2
Constellation Program's	0.2	1	0.2
Program's 327-foot-tall	0.2	1	0.2
327-foot-tall rocket	0.0	2	0.0
rocket produced	0.2	1	0.2
produced 2.96	0.2	1	0.2
2.96 million	0.2	1	0.2
of thrust	0.2	1	0.2
thrust at	0.2	1	0.2
at liftoff	0.2	1	0.2
liftoff and	0.2	1	0.2
and reached	0.2	1	0.2
a speed	0.2	1	0.2
speed of	0.2	1	0.2
of 100	0.2	1	0.2
100 mph	0.2	1	0.2
mph in	0.2	1	0.2
in eight	1.5999999999999999	2	0.7999999999999999
eight seconds.	0.2	1	0.2
has revamped	4.2	2	2.1
revamped the	2.2	1	2.2
the iMac	2.2	1	2.2
iMac with	2.2	1	2.2
a huge,	2.2	1	2.2
huge, cinematic	2.2	1	2.2
cinematic 16:9	2.2	1	2.2
"16:9 27"""	2.2	1	2.2
"27"" screen,"	2.2	1	2.2
screen, fast	2.2	1	2.2
fast CPU	2.2	1	2.2
CPU options,	2.2	1	2.2
options, standard	2.2	1	2.2
standard wireless	2.2	1	2.2
wireless keyboard	2.2	1	2.2
