n-gram	total_score	total_occurrences	average_score
now has six	-1.75	1	-1.75
has six different	-1.75	1	-1.75
six different locations	-1.75	1	-1.75
different locations and	-1.75	1	-1.75
locations and once	-1.75	1	-1.75
and once we	-1.75	1	-1.75
once we have	-1.75	1	-1.75
we have the	-0.55	2	-0.275
have the funds	-1.75	1	-1.75
the funds to	-1.75	1	-1.75
funds to do	-1.75	1	-1.75
to do renovations	-1.75	1	-1.75
do renovations ,	-1.75	1	-1.75
renovations , this	-1.75	1	-1.75
, this one	-1.75	1	-1.75
this one location	-1.75	1	-1.75
one location will	-1.75	1	-1.75
location will enable	-1.75	1	-1.75
will enable us	-1.75	1	-1.75
enable us to	-1.75	1	-1.75
us to be	-1.75	1	-1.75
be more responsive	-1.75	1	-1.75
more responsive to	-1.75	1	-1.75
responsive to community	-1.75	1	-1.75
to community needs	-1.75	1	-1.75
community needs and	-1.75	1	-1.75
needs and to	-1.75	1	-1.75
and to more	-1.75	1	-1.75
to more efficiently	-1.75	1	-1.75
more efficiently use	-1.75	1	-1.75
efficiently use our	-1.75	1	-1.75
use our resources	-1.75	1	-1.75
our resources to	-1.75	1	-1.75
resources to continue	-1.75	1	-1.75
continue to serve	-1.75	1	-1.75
serve the people	-1.75	1	-1.75
people of our	-1.75	1	-1.75
of our county	-1.75	1	-1.75
our county when	-1.75	1	-1.75
county when life	-1.75	1	-1.75
when life hurts	-1.75	1	-1.75
life hurts .	-1.75	1	-1.75
hurts . 0.0	-1.75	1	-1.75
0.0 0.0,0.0 JebBush_44599.0	-1.75	1	-1.75
0.0,0.0 JebBush_44599.0 Jason	-1.75	1	-1.75
JebBush_44599.0 Jason L.	-1.75	1	-1.75
Jason L. Unger	-1.75	1	-1.75
L. Unger Gray	-1.75	1	-1.75
Unger Gray ,	-1.75	1	-1.75
Gray , Harris	-1.75	1	-1.75
, Harris ,	-1.75	1	-1.75
Harris , &	-1.75	1	-1.75
, & Robinson	-1.75	1	-1.75
& Robinson ,	-1.75	1	-1.75
Robinson , P.A.	-1.75	1	-1.75
, P.A. 301	-1.75	1	-1.75
P.A. 301 South	-1.75	1	-1.75
301 South Bronough	-1.75	1	-1.75
South Bronough Street	-1.75	1	-1.75
Bronough Street Suite	-1.75	1	-1.75
Street Suite 600	-1.75	1	-1.75
Suite 600 Tallahassee	-1.75	1	-1.75
600 Tallahassee FL	-1.75	1	-1.75
Tallahassee FL ,	-1.75	1	-1.75
FL , 32301-7721	-1.75	1	-1.75
, 32301-7721 (	-1.75	1	-1.75
32301-7721 ( 850	-1.75	1	-1.75
850 ) 577-9090	-1.75	1	-1.75
) 577-9090 Telephone	-1.75	1	-1.75
577-9090 Telephone (	-1.75	1	-1.75
Telephone ( 850	-1.75	1	-1.75
850 ) 2.4	-1.75	1	-1.75
) 2.4 1.0,2.0,3.0,3.0,3.0	-1.75	1	-1.75
2.4 1.0,2.0,3.0,3.0,3.0 JebBush_48962.4	-1.75	1	-1.75
1.0,2.0,3.0,3.0,3.0 JebBush_48962.4 It	-1.75	1	-1.75
JebBush_48962.4 It is	-1.75	1	-1.75
It is possible	-1.75	1	-1.75
is possible that	-1.75	1	-1.75
possible that the	-1.75	1	-1.75
that the draft	-1.75	1	-1.75
the draft report	-1.75	1	-1.75
draft report I	-1.75	1	-1.75
report I wrote	-1.75	1	-1.75
I wrote for	-1.75	1	-1.75
wrote for you	-1.75	1	-1.75
for you would	-1.75	1	-1.75
would not even	-1.75	1	-1.75
not even be	-1.75	1	-1.75
even be additive	-1.75	1	-1.75
be additive to	-1.75	1	-1.75
additive to the	-1.75	1	-1.75
to the strategic	-1.75	1	-1.75
the strategic proposals	-1.75	1	-1.75
strategic proposals that	-1.75	1	-1.75
proposals that Enterprise	-1.75	1	-1.75
that Enterprise Florida	-1.75	1	-1.75
Enterprise Florida has	-1.75	1	-1.75
Florida has already	-1.75	1	-1.75
has already espoused	-1.75	1	-1.75
already espoused and	-1.75	1	-1.75
espoused and begun	-1.75	1	-1.75
and begun to	-1.75	1	-1.75
begun to execute	-1.75	1	-1.75
to execute .	-1.75	1	-1.75
execute . 2.2	-1.75	1	-1.75
2.2 1.0,2.0,2.0,3.0,3.0 JebBush_78533.2	-1.75	1	-1.75
1.0,2.0,2.0,3.0,3.0 JebBush_78533.2 Governor	-1.75	1	-1.75
JebBush_78533.2 Governor ,	-1.75	1	-1.75
Governor , these	-1.75	1	-1.75
, these are	-1.75	1	-1.75
these are not	-0.95	2	-0.475
not the interests	-1.75	1	-1.75
the interests you	-1.75	1	-1.75
interests you were	-1.75	1	-1.75
you were elected	-1.75	1	-1.75
were elected to	-1.75	1	-1.75
elected to protect	-1.75	1	-1.75
to protect .	-1.75	1	-1.75
protect . -2.0	-1.75	1	-1.75
. -2.0 -3.0,-2.0,-2.0,-2.0,-1.0	-1.75	1	-1.75
-2.0 -3.0,-2.0,-2.0,-2.0,-1.0 JebBush_109238.0	-1.75	1	-1.75
-3.0,-2.0,-2.0,-2.0,-1.0 JebBush_109238.0 Good	-1.75	1	-1.75
JebBush_109238.0 Good idea	-1.75	1	-1.75
Good idea from	-1.75	1	-1.75
idea from Phil	-1.75	1	-1.75
from Phil .	-1.75	1	-1.75
Phil . -2.2	-1.75	1	-1.75
. -2.2 -3.0,-2.0,-2.0,-2.0,-2.0	-1.75	1	-1.75
-2.2 -3.0,-2.0,-2.0,-2.0,-2.0 JebBush_39730.1	-1.75	1	-1.75
-3.0,-2.0,-2.0,-2.0,-2.0 JebBush_39730.1 One	-1.75	1	-1.75
JebBush_39730.1 One says	-1.75	1	-1.75
One says they	-1.75	1	-1.75
says they ca	-1.75	1	-1.75
they ca n't	-1.75	1	-1.75
n't , next	-1.75	1	-1.75
, next one	-1.75	1	-1.75
next one says	-1.75	1	-1.75
one says they	-1.75	1	-1.75
says they can	-1.75	1	-1.75
can . 2.0	-1.75	1	-1.75
2.0 1.0,2.0,2.0,2.0,3.0 JebBush_110241.3	-1.75	1	-1.75
1.0,2.0,2.0,2.0,3.0 JebBush_110241.3 Your	-1.75	1	-1.75
JebBush_110241.3 Your advice	-1.75	1	-1.75
Your advice would	-1.75	1	-1.75
advice would be	-1.75	1	-1.75
appreciated . 0	-1.75	1	-1.75
. 0 JebBush_3468.2	-1.75	1	-1.75
0 JebBush_3468.2 Si	-1.75	1	-1.75
JebBush_3468.2 Si su	-1.75	1	-1.75
Si su organizacion	-1.75	1	-1.75
su organizacion se	-1.75	1	-1.75
organizacion se provee	-1.75	1	-1.75
se provee 2.2	-1.75	1	-1.75
provee 2.2 2.0,2.0,2.0,2.0,3.0	-1.75	1	-1.75
2.2 2.0,2.0,2.0,2.0,3.0 JebBush_26912.2	-1.75	1	-1.75
2.0,2.0,2.0,2.0,3.0 JebBush_26912.2 The	-1.75	1	-1.75
JebBush_26912.2 The DME	-1.75	1	-1.75
The DME providers	-1.75	1	-1.75
DME providers are	-1.75	1	-1.75
providers are fighting	-1.75	1	-1.75
are fighting the	-1.75	1	-1.75
fighting the competitive	-1.75	1	-1.75
the competitive bid	-1.75	1	-1.75
competitive bid in	-1.75	1	-1.75
bid in court	-1.75	1	-1.75
in court .	-1.75	1	-1.75
court . 1.4	-1.75	1	-1.75
. 1.4 1.0,1.0,1.0,2.0,2.0	-1.75	1	-1.75
1.4 1.0,1.0,1.0,2.0,2.0 JebBush_88702.0	-1.75	1	-1.75
1.0,1.0,1.0,2.0,2.0 JebBush_88702.0 Because	-1.75	1	-1.75
JebBush_88702.0 Because of	-1.75	1	-1.75
Because of my	-1.75	1	-1.75
of my involvement	-1.75	1	-1.75
my involvement with	-1.75	1	-1.75
involvement with transportation	-1.75	1	-1.75
with transportation I	-1.75	1	-1.75
transportation I got	-1.75	1	-1.75
I got to	-1.75	1	-1.75
got to know	-1.75	1	-1.75
to know Dr.	-1.75	1	-1.75
know Dr. Worrall	-1.75	1	-1.75
Dr. Worrall as	-1.75	1	-1.75
Worrall as an	-1.75	1	-1.75
individual who brought	-1.75	1	-1.75
who brought a	-1.75	1	-1.75
brought a breath	-1.75	1	-1.75
a breath of	-1.75	1	-1.75
breath of fresh	-1.75	1	-1.75
of fresh air	-1.75	1	-1.75
fresh air to	-1.75	1	-1.75
air to the	-1.75	1	-1.75
to the Orange	-1.75	1	-1.75
the Orange County	-1.75	1	-1.75
Orange County Expressway	-1.75	1	-1.75
County Expressway Authority	-1.75	1	-1.75
Expressway Authority .	-1.75	1	-1.75
Authority . -0.666666666667	-1.75	1	-1.75
. -0.666666666667 -2.0,0.0,0.0	-1.75	1	-1.75
-0.666666666667 -2.0,0.0,0.0 JebBush_47048.5	-1.75	1	-1.75
-2.0,0.0,0.0 JebBush_47048.5 Karen	-1.75	1	-1.75
JebBush_47048.5 Karen -0.5	-1.75	1	-1.75
Karen -0.5 -2.0,-1.0,0.0,1.0	-1.75	1	-1.75
-0.5 -2.0,-1.0,0.0,1.0 JebBush_72925.0	-1.75	1	-1.75
-2.0,-1.0,0.0,1.0 JebBush_72925.0 Jeb	-1.75	1	-1.75
JebBush_72925.0 Jeb -	-1.75	1	-1.75
Jeb - I	-1.75	1	-1.75
had received no	-1.75	1	-1.75
received no messages	-1.75	1	-1.75
no messages from	-1.75	1	-1.75
messages from Jose	-1.75	1	-1.75
from Jose Luis	-1.75	1	-1.75
Jose Luis until	-1.75	1	-1.75
Luis until Sally	-1.75	1	-1.75
until Sally forwarded	-1.75	1	-1.75
Sally forwarded to	-1.75	1	-1.75
forwarded to me	-1.75	1	-1.75
to me a	-1.75	1	-1.75
me a similar	-1.75	1	-1.75
a similar e	-1.75	1	-1.75
similar e -	-1.75	1	-1.75
- mail she	-1.75	1	-1.75
mail she received	-1.75	1	-1.75
she received from	-1.75	1	-1.75
received from him	-1.75	1	-1.75
from him late	-1.75	1	-1.75
him late this	-1.75	1	-1.75
late this afternoon	-1.75	1	-1.75
this afternoon .	-1.75	1	-1.75
afternoon . -0.25	-1.75	1	-1.75
. -0.25 -2.0,0.0,0.0,1.0	-1.75	1	-1.75
-0.25 -2.0,0.0,0.0,1.0 JebBush_111341.2	-1.75	1	-1.75
-2.0,0.0,0.0,1.0 JebBush_111341.2 Kissimmee	-1.75	1	-1.75
JebBush_111341.2 Kissimmee ,	-1.75	1	-1.75
Kissimmee , Florida	-1.75	1	-1.75
, Florida -0.25	-1.75	1	-1.75
Florida -0.25 -3.0,-2.0,2.0,2.0	-1.75	1	-1.75
-0.25 -3.0,-2.0,2.0,2.0 JebBush_109220.1	-1.75	1	-1.75
-3.0,-2.0,2.0,2.0 JebBush_109220.1 I	-1.75	1	-1.75
JebBush_109220.1 I 've	-1.75	1	-1.75
I 've observed	-1.75	1	-1.75
've observed this	-1.75	1	-1.75
observed this in	-1.75	1	-1.75
this in action	-1.75	1	-1.75
in action here	-1.75	1	-1.75
action here for	-1.75	1	-1.75
here for years	-1.75	1	-1.75
for years .	-1.75	1	-1.75
years . -1.0	-1.75	1	-1.75
. -1.0 -2.0,-2.0,0.0,0.0	-1.75	1	-1.75
-1.0 -2.0,-2.0,0.0,0.0 JebBush_115582.1	-1.75	1	-1.75
-2.0,-2.0,0.0,0.0 JebBush_115582.1 We	-1.75	1	-1.75
JebBush_115582.1 We need	-1.75	1	-1.75
have an aplus	-1.75	1	-1.75
an aplus list	-1.75	1	-1.75
aplus list to	-1.75	1	-1.75
list to send	-1.75	1	-1.75
to send stuff	-1.75	1	-1.75
send stuff out	-1.75	1	-1.75
stuff out to	-1.75	1	-1.75
out to on	-1.75	1	-1.75
to on a	-1.75	1	-1.75
on a weekly	-1.75	1	-1.75
a weekly basis	-1.75	1	-1.75
weekly basis .	-1.75	1	-1.75
basis . 2.6	-1.75	1	-1.75
. 2.6 2.0,2.0,3.0,3.0,3.0	-1.75	1	-1.75
2.6 2.0,2.0,3.0,3.0,3.0 JebBush_117413.0	-1.75	1	-1.75
2.0,2.0,3.0,3.0,3.0 JebBush_117413.0 The	-1.75	1	-1.75
JebBush_117413.0 The proposed	-1.75	1	-1.75
goals . -0.4	-1.75	1	-1.75
. -0.4 -3.0,-1.0,0.0,1.0,1.0	-1.75	1	-1.75
-0.4 -3.0,-1.0,0.0,1.0,1.0 JebBush_114410.4	-1.75	1	-1.75
-3.0,-1.0,0.0,1.0,1.0 JebBush_114410.4 Please	-1.75	1	-1.75
JebBush_114410.4 Please ,	-1.75	1	-1.75
Please , protect	-1.75	1	-1.75
, protect what	-1.75	1	-1.75
protect what God	-1.75	1	-1.75
what God gave	-1.75	1	-1.75
God gave us	-1.75	1	-1.75
gave us .	-1.75	1	-1.75
us . 0.4	-1.75	1	-1.75
. 0.4 -1.0,-1.0,-1.0,2.0,3.0	-1.75	1	-1.75
0.4 -1.0,-1.0,-1.0,2.0,3.0 JebBush_79331.1	-1.75	1	-1.75
-1.0,-1.0,-1.0,2.0,3.0 JebBush_79331.1 It	-1.75	1	-1.75
JebBush_79331.1 It would	-1.75	1	-1.75
It would also	-1.35	2	-0.675
would also be	-1.75	1	-1.75
also be a	-3.15	2	-1.575
be a very	-0.55	2	-0.275
a very public	-0.1499999999999999	2	-0.07499999999999996
very public political	-1.75	1	-1.75
public political and	-1.75	1	-1.75
political and personal	-1.75	1	-1.75
and personal embarrassment	-1.75	1	-1.75
personal embarrassment for	-1.75	1	-1.75
embarrassment for me	-1.75	1	-1.75
me . 2.2	-1.75	1	-1.75
. 2.2 1.0,1.0,3.0,3.0,3.0	-1.75	1	-1.75
2.2 1.0,1.0,3.0,3.0,3.0 JebBush_21509.2	-1.75	1	-1.75
1.0,1.0,3.0,3.0,3.0 JebBush_21509.2 In	-1.75	1	-1.75
JebBush_21509.2 In contrast	-1.75	1	-1.75
In contrast ,	-1.75	1	-1.75
contrast , Osceola	-1.75	1	-1.75
, Osceola county	-1.75	1	-1.75
Osceola county has	-1.75	1	-1.75
county has received	-1.75	1	-1.75
has received the	-1.75	1	-1.75
received the lowest	-1.75	1	-1.75
the lowest amount	-1.75	1	-1.75
lowest amount ,	-1.75	1	-1.75
amount , percapita	-1.75	1	-1.75
, percapita ,	-1.75	1	-1.75
percapita , for	-1.75	1	-1.75
, for school	-1.75	1	-1.75
for school construction	-1.75	1	-1.75
school construction in	-1.75	1	-1.75
construction in the	-1.75	1	-1.75
the state for	-0.3500000000000001	2	-0.17500000000000004
state for the	-1.75	1	-1.75
the past five	-0.1499999999999999	2	-0.07499999999999996
past five years	-1.75	1	-1.75
years . 2.2	-1.75	1	-1.75
. 2.2 0.0,2.0,3.0,3.0,3.0	-1.75	1	-1.75
2.2 0.0,2.0,3.0,3.0,3.0 JebBush_20870.1	-1.75	1	-1.75
0.0,2.0,3.0,3.0,3.0 JebBush_20870.1 Today	-1.75	1	-1.75
JebBush_20870.1 Today he	-1.75	1	-1.75
Today he serves	-1.75	1	-1.75
he serves the	-1.75	1	-1.75
serves the younger	-1.75	1	-1.75
the younger Bush	-1.75	1	-1.75
younger Bush as	-1.75	1	-1.75
Bush as ambassador	-1.75	1	-1.75
ambassador to Italy	-1.75	1	-1.75
to Italy ,	-1.75	1	-1.75
Italy , and	-1.75	1	-1.75
, and he	-1.75	1	-1.75
and he served	-1.75	1	-1.75
he served on	-1.75	1	-1.75
the board of	-0.3500000000000001	2	-0.17500000000000004
board of the	-1.75	1	-1.75
of the 2000	-1.75	1	-1.75
the 2000 Republican	-1.75	1	-1.75
2000 Republican National	-1.75	1	-1.75
Republican National Convention	-1.75	1	-1.75
National Convention .	-1.75	1	-1.75
Convention . -0.25	-1.75	1	-1.75
. -0.25 -2.0,-1.0,1.0,1.0	-1.75	1	-1.75
-0.25 -2.0,-1.0,1.0,1.0 JebBush_74513.0	-1.75	1	-1.75
-2.0,-1.0,1.0,1.0 JebBush_74513.0 Betty	-1.75	1	-1.75
JebBush_74513.0 Betty told	-1.75	1	-1.75
Betty told me	-1.75	1	-1.75
me that you	-1.75	1	-1.75
you were out	-1.75	1	-1.75
were out of	-1.75	1	-1.75
out of town	-1.75	1	-1.75
of town today	-1.75	1	-1.75
town today so	-1.75	1	-1.75
today so I	-1.75	1	-1.75
so I hope	-1.75	1	-1.75
you will forgive	-1.75	1	-1.75
will forgive this	-1.75	1	-1.75
forgive this e	-1.75	1	-1.75
- mail note	-1.75	1	-1.75
mail note .	-1.75	1	-1.75
note . -2.0	-1.75	1	-1.75
. -2.0 -3.0,-3.0,-2.0,-2.0,0.0	-1.75	1	-1.75
-2.0 -3.0,-3.0,-2.0,-2.0,0.0 JebBush_45511.3	-1.75	1	-1.75
-3.0,-3.0,-2.0,-2.0,0.0 JebBush_45511.3 We	-1.75	1	-1.75
JebBush_45511.3 We can	-1.75	1	-1.75
We can ,	-1.75	1	-1.75
can , must	-1.75	1	-1.75
, must ,	-1.75	1	-1.75
must , WILL	-1.75	1	-1.75
, WILL make	-1.75	1	-1.75
WILL make this	-1.75	1	-1.75
make this happen	-1.75	1	-1.75
happen ! 1.75	-1.75	1	-1.75
! 1.75 1.0,1.0,2.0,3.0	-1.75	1	-1.75
1.75 1.0,1.0,2.0,3.0 JebBush_75615.1	-1.75	1	-1.75
1.0,1.0,2.0,3.0 JebBush_75615.1 We	-1.75	1	-1.75
JebBush_75615.1 We have	-1.75	1	-1.75
We have individuals	-1.75	1	-1.75
have individuals who	-1.75	1	-1.75
individuals who are	-1.75	1	-1.75
who are adults	-1.75	1	-1.75
are adults and	-1.75	1	-1.75
adults and are	-1.75	1	-1.75
and are encountering	-1.75	1	-1.75
are encountering these	-1.75	1	-1.75
encountering these difficulties	-1.75	1	-1.75
these difficulties at	-1.75	1	-1.75
difficulties at parent	-1.75	1	-1.75
at parent conferences	-1.75	1	-1.75
parent conferences and	-1.75	1	-1.75
conferences and attending	-1.75	1	-1.75
and attending other	-1.75	1	-1.75
attending other programs	-1.75	1	-1.75
other programs at	-1.75	1	-1.75
programs at the	-1.75	1	-1.75
but we do	-1.75	1	-1.75
we do n't	-1.75	1	-1.75
have any individual	-1.75	1	-1.75
any individual named	-1.75	1	-1.75
individual named as	-1.75	1	-1.75
named as a	-1.75	1	-1.75
as a plaintiff	-1.75	1	-1.75
a plaintiff who	-1.75	1	-1.75
plaintiff who is	-1.75	1	-1.75
student . 0.4	-1.75	1	-1.75
. 0.4 -2.0,-1.0,1.0,2.0,2.0	-1.75	1	-1.75
0.4 -2.0,-1.0,1.0,2.0,2.0 JebBush_113062.4	-1.75	1	-1.75
-2.0,-1.0,1.0,2.0,2.0 JebBush_113062.4 And	-1.75	1	-1.75
JebBush_113062.4 And please	-1.75	1	-1.75
And please move	-1.75	1	-1.75
please move out	-1.75	1	-1.75
move out the	-1.75	1	-1.75
out the people	-1.75	1	-1.75
people who live	-1.75	1	-1.75
in the 8	-1.75	1	-1.75
the 8 1/2	-1.75	1	-1.75
8 1/2 square	-1.75	1	-1.75
1/2 square mile	-1.75	1	-1.75
square mile flood	-1.75	1	-1.75
mile flood -	-1.75	1	-1.75
flood - prone	-1.75	1	-1.75
- prone residential	-1.75	1	-1.75
prone residential area	-1.75	1	-1.75
residential area .	-1.75	1	-1.75
area . 1.2	-1.75	1	-1.75
. 1.2 -2.0,1.0,2.0,2.0,3.0	-1.75	1	-1.75
1.2 -2.0,1.0,2.0,2.0,3.0 JebBush_68249.0	-1.75	1	-1.75
-2.0,1.0,2.0,2.0,3.0 JebBush_68249.0 This	-1.75	1	-1.75
JebBush_68249.0 This message	-1.75	1	-1.75
This message is	-1.75	1	-1.75
message is intended	-1.75	1	-1.75
is intended only	-1.75	1	-1.75
intended only for	-1.75	1	-1.75
only for the	-1.75	1	-1.75
for the addressee	-1.75	1	-1.75
the addressee .	-1.75	1	-1.75
addressee . 1.0	-1.75	1	-1.75
. 1.0 -1.0,1.0,1.0,2.0,2.0	-1.75	1	-1.75
1.0 -1.0,1.0,1.0,2.0,2.0 JebBush_11344.1	-1.75	1	-1.75
-1.0,1.0,1.0,2.0,2.0 JebBush_11344.1 Is	-1.75	1	-1.75
JebBush_11344.1 Is there	-1.75	1	-1.75
Is there any	-1.75	1	-1.75
there any possibility	-1.75	1	-1.75
any possibility a	-1.75	1	-1.75
possibility a few	-1.75	1	-1.75
few of us	-1.75	1	-1.75
of us could	-1.75	1	-1.75
us could meet	-1.75	1	-1.75
could meet with	-1.75	1	-1.75
meet with you	-1.75	1	-1.75
you to give	-1.75	1	-1.75
you a better	-1.75	1	-1.75
a better understanding	-1.75	1	-1.75
better understanding of	-1.75	1	-1.75
understanding of our	-1.75	1	-1.75
of our situation	-1.75	1	-1.75
our situation ?	-1.75	1	-1.75
situation ? -2.0	-1.75	1	-1.75
? -2.0 -3.0,-3.0,-3.0,-1.0,0.0	-1.75	1	-1.75
-2.0 -3.0,-3.0,-3.0,-1.0,0.0 JebBush_60534.0	-1.75	1	-1.75
-3.0,-3.0,-3.0,-1.0,0.0 JebBush_60534.0 Sarcasm	-1.75	1	-1.75
JebBush_60534.0 Sarcasm ?	-1.75	1	-1.75
Sarcasm ? 2.25	-1.75	1	-1.75
? 2.25 2.0,2.0,2.0,3.0	-1.75	1	-1.75
2.25 2.0,2.0,2.0,3.0 JebBush_62385.0	-1.75	1	-1.75
2.0,2.0,2.0,3.0 JebBush_62385.0 Recently	-1.75	1	-1.75
JebBush_62385.0 Recently my	-1.75	1	-1.75
Recently my husband	-1.75	1	-1.75
my husband (	-1.75	1	-1.75
husband ( Dr.	-1.75	1	-1.75
( Dr. David	-1.75	1	-1.75
Dr. David C.	-1.75	1	-1.75
David C. Reff	-1.75	1	-1.75
C. Reff )	-1.75	1	-1.75
Reff ) and	-1.75	1	-1.75
) and myself	-1.75	1	-1.75
and myself (	-1.75	1	-1.75
myself ( Phyllis	-1.75	1	-1.75
( Phyllis Reff	-1.75	1	-1.75
Phyllis Reff )	-1.75	1	-1.75
Reff ) challenged	-1.75	1	-1.75
) challenged the	-1.75	1	-1.75
challenged the Highlands	-1.75	1	-1.75
the Highlands County	-1.75	1	-1.75
Highlands County School	-1.75	1	-1.75
School District with	-1.75	1	-1.75
District with 2	-1.75	1	-1.75
with 2 Due	-1.75	1	-1.75
2 Due Process	-1.75	1	-1.75
Due Process Cases	-1.75	1	-1.75
Process Cases under	-1.75	1	-1.75
Cases under the	-1.75	1	-1.75
under the IDEA.	-1.75	1	-1.75
the IDEA. We	-1.75	1	-1.75
IDEA. We were	-1.75	1	-1.75
We were seeking	-1.75	1	-1.75
were seeking a	-1.75	1	-1.75
seeking a FAPE	-1.75	1	-1.75
a FAPE for	-1.75	1	-1.75
FAPE for our	-1.75	1	-1.75
for our son	-1.75	1	-1.75
our son ,	-1.75	1	-1.75
son , Michael	-1.75	1	-1.75
, Michael ,	-1.75	1	-1.75
Michael , and	-1.75	1	-1.75
and our daughter	-1.75	1	-1.75
our daughter ,	-1.75	1	-1.75
daughter , Danielle	-1.75	1	-1.75
, Danielle .	-1.75	1	-1.75
Danielle . 0.8	-1.75	1	-1.75
0.8 -1.0,1.0,1.0,1.0,2.0 JebBush_4758.1	-1.75	1	-1.75
-1.0,1.0,1.0,1.0,2.0 JebBush_4758.1 However	-1.75	1	-1.75
JebBush_4758.1 However ,	-1.75	1	-1.75
do think we	-1.75	1	-1.75
think we need	-1.75	1	-1.75
need to heighten	-1.75	1	-1.75
to heighten awareness	-1.75	1	-1.75
heighten awareness about	-1.75	1	-1.75
awareness about autism	-1.75	1	-1.75
about autism .	-1.75	1	-1.75
autism . 0.25	-1.75	1	-1.75
. 0.25 -1.0,-1.0,1.0,2.0	-1.75	1	-1.75
0.25 -1.0,-1.0,1.0,2.0 JebBush_113340.4	-1.75	1	-1.75
-1.0,-1.0,1.0,2.0 JebBush_113340.4 No	-1.75	1	-1.75
JebBush_113340.4 No parent	-1.75	1	-1.75
No parent should	-1.75	1	-1.75
parent should have	-1.75	1	-1.75
should have to	-1.75	1	-1.75
to go throughout	-1.75	1	-1.75
go throughout the	-1.75	1	-1.75
throughout the embarrassment	-1.75	1	-1.75
the embarrassment of	-1.75	1	-1.75
embarrassment of having	-1.75	1	-1.75
of having to	-1.75	1	-1.75
having to beg	-1.75	1	-1.75
"to beg """	-1.75	1	-1.75
"beg "" ."	-1.75	1	-1.75
Frank Jimenez did	1.6	1	1.6
Jimenez did call	1.6	1	1.6
did call me	1.6	1	1.6
call me regarding	1.6	1	1.6
me regarding a	1.6	1	1.6
regarding a senior	1.6	1	1.6
a senior attorney	1.6	1	1.6
senior attorney position	1.6	1	1.6
attorney position with	1.6	1	1.6
with the Department	3.2	2	1.6
of Health ,	1.6	1	1.6
Health , in	1.6	1	1.6
, in Tallahassee	1.6	1	1.6
in Tallahassee .	1.6	1	1.6
do not believe	0.25	1	0.25
that this case	0.25	1	0.25
this case will	0.25	1	0.25
case will ever	0.25	1	0.25
will ever go	0.25	1	0.25
ever go to	0.25	1	0.25
go to court	0.25	1	0.25
to court .	0.25	1	0.25
He has assisted	1.8	1	1.8
has assisted me	1.8	1	1.8
me with legal	1.8	1	1.8
with legal matters	1.8	1	1.8
legal matters that	1.8	1	1.8
matters that were	1.8	1	1.8
that were of	1.8	1	1.8
were of great	1.8	1	1.8
of great significance	1.8	1	1.8
great significance to	1.8	1	1.8
significance to you	1.8	1	1.8
to you personally	1.8	1	1.8
you personally ,	1.8	1	1.8
personally , and	1.8	1	1.8
and I believe	4.2	3	1.4000000000000001
believe that he	1.8	1	1.8
he has one	1.8	1	1.8
has one of	1.8	1	1.8
best legal minds	1.8	1	1.8
legal minds in	1.8	1	1.8
minds in this	1.8	1	1.8
in this part	1.8	1	1.8
this part of	1.8	1	1.8
Based on our	2.0	1	2.0
on our budget	2.0	1	2.0
our budget recommendations	2.0	1	2.0
budget recommendations last	2.0	1	2.0
recommendations last year	2.0	1	2.0
last year (	2.0	1	2.0
year ( when	2.0	1	2.0
( when Ruben	2.0	1	2.0
when Ruben was	2.0	1	2.0
Ruben was still	2.0	1	2.0
was still at	2.0	1	2.0
still at AHCA	2.0	1	2.0
at AHCA )	2.0	1	2.0
AHCA ) ,	2.0	1	2.0
) , the	2.0	1	2.0
, the legislature	2.0	1	2.0
the legislature gave	2.0	1	2.0
legislature gave us	2.0	1	2.0
gave us authority	2.0	1	2.0
us authority to	2.0	1	2.0
authority to competitively	2.0	1	2.0
to competitively bid	2.0	1	2.0
competitively bid certain	2.0	1	2.0
bid certain Medicaid	2.0	1	2.0
certain Medicaid services	2.0	1	2.0
Medicaid services ,	2.0	1	2.0
services , including	2.0	1	2.0
, including durable	2.0	1	2.0
including durable medical	2.0	1	2.0
durable medical equipment	2.0	1	2.0
medical equipment (	2.0	1	2.0
equipment ( DME	2.0	1	2.0
( DME )	2.0	1	2.0
DME ) and	2.0	1	2.0
) and clinical	2.0	1	2.0
and clinical lab	2.0	1	2.0
clinical lab .	2.0	1	2.0
If the contents	2.25	1	2.25
the contents contain	2.25	1	2.25
contents contain any	2.25	1	2.25
contain any legal	2.25	1	2.25
any legal filing	2.25	1	2.25
legal filing or	2.25	1	2.25
filing or legal	2.25	1	2.25
or legal reference	2.25	1	2.25
legal reference all	2.25	1	2.25
reference all are	2.25	1	2.25
all are believed	2.25	1	2.25
are believed accurate	2.25	1	2.25
believed accurate and	2.25	1	2.25
accurate and should	2.25	1	2.25
and should be	3.65	2	1.825
should be verified	2.25	1	2.25
be verified by	2.25	1	2.25
verified by consultation	2.25	1	2.25
by consultation with	2.25	1	2.25
consultation with any	2.25	1	2.25
with any competent	2.25	1	2.25
any competent legal	2.25	1	2.25
competent legal counsel	2.25	1	2.25
legal counsel .	2.25	1	2.25
Some campus codes	0.4	1	0.4
campus codes are	0.4	1	0.4
codes are more	0.4	1	0.4
are more draconian	0.4	1	0.4
more draconian than	0.4	1	0.4
draconian than others	0.4	1	0.4
than others .	0.4	1	0.4
As usual ,	-2.6	1	-2.6
